region	chr	midPos	Nsites
(215282,215774)(253200,253699)(253200,253700)	Mt	253450	494	0.078658
(215382,215874)(253300,253799)(253300,253800)	Mt	253550	494	0.083822
(215482,215974)(253400,253899)(253400,253900)	Mt	253650	494	0.083861
(215582,216074)(253500,253999)(253500,254000)	Mt	253750	494	0.079700
(215682,216174)(253600,254099)(253600,254100)	Mt	253850	494	0.077694
(215775,216274)(253700,254199)(253700,254200)	Mt	253950	501	0.088375
(215875,216374)(253800,254299)(253800,254300)	Mt	254050	501	0.079632
(215975,216474)(253900,254399)(253900,254400)	Mt	254150	501	0.082718
(216075,216574)(254000,254499)(254000,254500)	Mt	254250	501	0.082021
(216175,216674)(254100,254599)(254100,254600)	Mt	254350	501	0.083702
(216275,216774)(254200,254699)(254200,254700)	Mt	254450	501	0.078854
(216375,216874)(254300,254799)(254300,254800)	Mt	254550	501	0.080298
(216475,216974)(254400,254899)(254400,254900)	Mt	254650	501	0.082269
(216575,217074)(254500,254999)(254500,255000)	Mt	254750	501	0.080451
(216675,217174)(254600,255099)(254600,255100)	Mt	254850	501	0.082009
(216775,217274)(254700,255199)(254700,255200)	Mt	254950	501	0.078327
(216875,217374)(254800,255299)(254800,255300)	Mt	255050	501	0.080424
(216975,217474)(254900,255399)(254900,255400)	Mt	255150	501	0.078079
(217075,217574)(255000,255499)(255000,255500)	Mt	255250	501	0.079482
(217175,217674)(255100,255599)(255100,255600)	Mt	255350	501	0.082931
(217275,217774)(255200,255699)(255200,255700)	Mt	255450	501	0.087266
(217375,217874)(255300,255799)(255300,255800)	Mt	255550	501	0.086919
(217475,217974)(255400,255899)(255400,255900)	Mt	255650	501	0.082984
(217575,218066)(255500,255999)(255500,256000)	Mt	255750	493	0.084543
(217675,218166)(255600,256099)(255600,256100)	Mt	255850	493	0.085785
(217775,218266)(255700,256199)(255700,256200)	Mt	255950	493	0.084125
(217875,218366)(255800,256299)(255800,256300)	Mt	256050	493	0.087561
(217975,218466)(255900,256399)(255900,256400)	Mt	256150	493	0.090983
(218067,218566)(256000,256499)(256000,256500)	Mt	256250	501	0.091787
(218167,218666)(256100,256599)(256100,256600)	Mt	256350	501	0.084742
(218267,218766)(256200,256699)(256200,256700)	Mt	256450	501	0.082283
(218367,218866)(256300,256799)(256300,256800)	Mt	256550	501	0.078091
(218467,218966)(256400,256899)(256400,256900)	Mt	256650	501	0.077864
(218567,218973)(256500,256906)(256500,257000)	Mt	256750	408	0.073786
(218667,218973)(256600,256906)(256600,257100)	Mt	256850	308	0.076201
(218767,219004)(256700,257199)(256700,257200)	Mt	256950	239	0.080652
(218867,219104)(256800,257299)(256800,257300)	Mt	257050	239	0.083448
(218967,219204)(256900,257399)(256900,257400)	Mt	257150	239	0.080616
(218974,219285)(257169,257480)(257000,257500)	Mt	257250	313	0.086123
(218974,219349)(257169,257599)(257100,257600)	Mt	257350	377	0.086965
(219005,219449)(257200,257699)(257200,257700)	Mt	257450	446	0.082530
(219105,219549)(257300,257799)(257300,257800)	Mt	257550	446	0.081868
(219205,219649)(257400,257899)(257400,257900)	Mt	257650	446	0.083165
(219286,219697)(257536,257947)(257500,258000)	Mt	257750	413	0.078965
(219350,219786)(257600,258099)(257600,258100)	Mt	257850	438	0.077801
(219450,219852)(257700,258199)(257700,258200)	Mt	257950	404	0.084741
(219550,219946)(257800,258293)(257800,258300)	Mt	258050	398	0.084872
(219650,219968)(257900,258399)(257900,258400)	Mt	258150	320	0.087517
(219698,220068)(258011,258499)(258000,258500)	Mt	258250	372	0.085874
(219787,220168)(258100,258599)(258100,258600)	Mt	258350	383	0.088168
(219853,220268)(258200,258699)(258200,258700)	Mt	258450	417	0.090813
(219947,220368)(258378,258799)(258300,258800)	Mt	258550	423	0.100149
(219969,220468)(258400,258899)(258400,258900)	Mt	258650	501	0.090698
(220069,220568)(258500,258999)(258500,259000)	Mt	258750	501	0.097201
(220169,220668)(258600,259099)(258600,259100)	Mt	258850	501	0.090092
(220269,220748)(258700,259179)(258700,259200)	Mt	258950	481	0.086839
(220369,220748)(258800,259179)(258800,259300)	Mt	259050	381	0.079779
(220469,220774)(258900,259399)(258900,259400)	Mt	259150	307	0.088190
(220569,220874)(259000,259499)(259000,259500)	Mt	259250	307	0.078213
(220669,220974)(259100,259599)(259100,259600)	Mt	259350	307	0.086000
(220749,221074)(259374,259699)(259200,259700)	Mt	259450	327	0.081619
(220749,221174)(259374,259799)(259300,259800)	Mt	259550	427	0.078065
(220775,221274)(259400,259899)(259400,259900)	Mt	259650	501	0.074602
(220875,221304)(259500,259999)(259500,260000)	Mt	259750	431	0.073497
(220975,221404)(259600,260099)(259600,260100)	Mt	259850	431	0.076865
(221075,221504)(259700,260199)(259700,260200)	Mt	259950	431	0.077710
(221175,221604)(259800,260299)(259800,260300)	Mt	260050	431	0.085202
(221275,221704)(259900,260399)(259900,260400)	Mt	260150	431	0.095276
(221305,221804)(260000,260499)(260000,260500)	Mt	260250	501	0.100950
(221405,221904)(260100,260599)(260100,260600)	Mt	260350	501	0.104293
(221505,222004)(260200,260699)(260200,260700)	Mt	260450	501	0.106321
(221605,222104)(260300,260799)(260300,260800)	Mt	260550	501	0.105480
(221705,222204)(260400,260899)(260400,260900)	Mt	260650	501	0.098875
(221805,222304)(260500,260999)(260500,261000)	Mt	260750	501	0.095257
(221905,222404)(260600,261099)(260600,261100)	Mt	260850	501	0.090483
(222005,222504)(260700,261199)(260700,261200)	Mt	260950	501	0.088702
(222105,222604)(260800,261299)(260800,261300)	Mt	261050	501	0.097112
(222205,222704)(260900,261399)(260900,261400)	Mt	261150	501	0.102539
(222305,222804)(261000,261499)(261000,261500)	Mt	261250	501	0.098784
(222405,222904)(261100,261599)(261100,261600)	Mt	261350	501	0.099978
(222505,223004)(261200,261699)(261200,261700)	Mt	261450	501	0.098450
(222605,223104)(261300,261799)(261300,261800)	Mt	261550	501	0.087112
(222705,223204)(261400,261899)(261400,261900)	Mt	261650	501	0.087076
(222805,223304)(261500,261999)(261500,262000)	Mt	261750	501	0.086646
(222905,223348)(261600,262043)(261600,262100)	Mt	261850	445	0.087295
(223005,223448)(261700,262199)(261700,262200)	Mt	261950	445	0.092052
(223105,223548)(261800,262299)(261800,262300)	Mt	262050	445	0.092128
(223205,223641)(261900,262399)(261900,262400)	Mt	262150	438	0.081902
(223305,223703)(262000,262461)(262000,262500)	Mt	262250	400	0.077884
(223349,223703)(262100,262461)(262100,262600)	Mt	262350	356	0.071626
(223449,223750)(262200,262699)(262200,262700)	Mt	262450	303	0.069073
(223549,223850)(262300,262799)(262300,262800)	Mt	262550	303	0.080102
(223642,223950)(262400,262899)(262400,262900)	Mt	262650	310	0.105036
(223704,224050)(262653,262999)(262500,263000)	Mt	262750	348	0.105854
(223704,224135)(262653,263084)(262600,263100)	Mt	262850	433	0.102629
(223751,224135)(262700,263084)(262700,263200)	Mt	262950	386	0.103995
(223851,224198)(262800,263299)(262800,263300)	Mt	263050	349	0.090428
(223951,224298)(262900,263399)(262900,263400)	Mt	263150	349	0.071297
(224051,224398)(263000,263499)(263000,263500)	Mt	263250	349	0.078871
(224136,224498)(263237,263599)(263100,263600)	Mt	263350	364	0.082535
(224136,224598)(263237,263699)(263200,263700)	Mt	263450	464	0.087367
(224199,224698)(263300,263799)(263300,263800)	Mt	263550	501	0.085331
(224299,224798)(263400,263899)(263400,263900)	Mt	263650	501	0.094985
(224399,224898)(263500,263999)(263500,264000)	Mt	263750	501	0.098136
(224499,224998)(263600,264099)(263600,264100)	Mt	263850	501	0.092431
(224599,225098)(263700,264199)(263700,264200)	Mt	263950	501	0.087520
(224699,225198)(263800,264299)(263800,264300)	Mt	264050	501	0.094344
(224799,225294)(263900,264395)(263900,264400)	Mt	264150	497	0.089989
(224899,225391)(264000,264499)(264000,264500)	Mt	264250	494	0.084419
(224999,225491)(264100,264599)(264100,264600)	Mt	264350	494	0.088472
(225099,225591)(264200,264699)(264200,264700)	Mt	264450	494	0.094387
(225199,225678)(264300,264799)(264300,264800)	Mt	264550	481	0.092482
(225295,225778)(264403,264899)(264400,264900)	Mt	264650	485	0.091248
(225392,225878)(264500,264999)(264500,265000)	Mt	264750	488	0.087367
(225492,225946)(264600,265067)(264600,265100)	Mt	264850	456	0.085135
(225592,225946)(264700,265067)(264700,265200)	Mt	264950	356	0.077820
(225679,226026)(264800,265299)(264800,265300)	Mt	265050	349	0.073055
(225779,226126)(264900,265399)(264900,265400)	Mt	265150	349	0.062449
(225879,226226)(265000,265499)(265000,265500)	Mt	265250	349	0.087225
(225947,226315)(265220,265599)(265100,265600)	Mt	265350	370	0.091066
(225947,226415)(265220,265699)(265200,265700)	Mt	265450	470	0.093781
(226027,226515)(265300,265799)(265300,265800)	Mt	265550	490	0.093961
(226127,226606)(265400,265890)(265400,265900)	Mt	265650	481	0.109111
(226227,226606)(265500,265890)(265500,266000)	Mt	265750	381	0.097388
(226316,226693)(265600,266099)(265600,266100)	Mt	265850	379	0.100780
(226416,226793)(265700,266199)(265700,266200)	Mt	265950	379	0.098541
(226516,226893)(265800,266299)(265800,266300)	Mt	266050	379	0.098649
(226607,226993)(266013,266399)(265900,266400)	Mt	266150	388	0.086453
(226607,227093)(266013,266499)(266000,266500)	Mt	266250	488	0.088833
(226694,227193)(266100,266599)(266100,266600)	Mt	266350	501	0.089312
(226794,227293)(266200,266699)(266200,266700)	Mt	266450	501	0.085075
(226894,227393)(266300,266799)(266300,266800)	Mt	266550	501	0.092493
(226994,227493)(266400,266899)(266400,266900)	Mt	266650	501	0.094680
(227094,227593)(266500,266999)(266500,267000)	Mt	266750	501	0.091142
(227194,227693)(266600,267099)(266600,267100)	Mt	266850	501	0.087491
(227294,227793)(266700,267199)(266700,267200)	Mt	266950	501	0.091776
(227394,227893)(266800,267299)(266800,267300)	Mt	267050	501	0.083468
(227494,227935)(266900,267399)(266900,267400)	Mt	267150	443	0.080412
(227594,228035)(267000,267499)(267000,267500)	Mt	267250	443	0.080049
(227694,228135)(267100,267599)(267100,267600)	Mt	267350	443	0.083849
(227794,228227)(267200,267699)(267200,267700)	Mt	267450	435	0.076725
(227894,228327)(267300,267799)(267300,267800)	Mt	267550	435	0.081195
(227936,228427)(267400,267899)(267400,267900)	Mt	267650	493	0.083742
(228036,228527)(267500,267999)(267500,268000)	Mt	267750	493	0.092827
(228136,228627)(267600,268099)(267600,268100)	Mt	267850	493	0.086252
(228228,228727)(267700,268199)(267700,268200)	Mt	267950	501	0.085821
(228328,228827)(267800,268299)(267800,268300)	Mt	268050	501	0.083525
(228428,228927)(267900,268399)(267900,268400)	Mt	268150	501	0.078848
(228528,229027)(268000,268499)(268000,268500)	Mt	268250	501	0.083329
(228628,229127)(268100,268599)(268100,268600)	Mt	268350	501	0.088263
(228728,229227)(268200,268699)(268200,268700)	Mt	268450	501	0.090552
(228828,229327)(268300,268799)(268300,268800)	Mt	268550	501	0.092000
(228928,229427)(268400,268899)(268400,268900)	Mt	268650	501	0.093242
(229028,229527)(268500,268999)(268500,269000)	Mt	268750	501	0.092727
(229128,229627)(268600,269099)(268600,269100)	Mt	268850	501	0.090567
(229228,229719)(268700,269199)(268700,269200)	Mt	268950	493	0.086679
(229328,229819)(268800,269299)(268800,269300)	Mt	269050	493	0.090586
(229428,229902)(268900,269382)(268900,269400)	Mt	269150	476	0.094636
(229528,229962)(269000,269499)(269000,269500)	Mt	269250	436	0.078873
(229628,230062)(269100,269599)(269100,269600)	Mt	269350	436	0.076232
(229720,230162)(269200,269699)(269200,269700)	Mt	269450	444	0.081248
(229820,230255)(269300,269799)(269300,269800)	Mt	269550	437	0.081233
(229903,230355)(269440,269899)(269400,269900)	Mt	269650	454	0.076126
(229963,230455)(269500,269999)(269500,270000)	Mt	269750	494	0.081232
(230063,230555)(269600,270099)(269600,270100)	Mt	269850	494	0.082781
(230163,230655)(269700,270199)(269700,270200)	Mt	269950	494	0.073716
(230256,230755)(269800,270299)(269800,270300)	Mt	270050	501	0.075325
(230356,230855)(269900,270399)(269900,270400)	Mt	270150	501	0.082223
(230456,230955)(270000,270499)(270000,270500)	Mt	270250	501	0.080736
(230556,231055)(270100,270599)(270100,270600)	Mt	270350	501	0.084736
(230656,231155)(270200,270699)(270200,270700)	Mt	270450	501	0.093977
(230756,231255)(270300,270799)(270300,270800)	Mt	270550	501	0.083142
(230856,231355)(270400,270899)(270400,270900)	Mt	270650	501	0.073724
(230956,231381)(270500,270999)(270500,271000)	Mt	270750	427	0.071561
(231056,231481)(270600,271099)(270600,271100)	Mt	270850	427	0.066687
(231156,231581)(270700,271199)(270700,271200)	Mt	270950	427	0.076931
(231256,231681)(270800,271299)(270800,271300)	Mt	271050	427	0.085003
(231356,231781)(270900,271399)(270900,271400)	Mt	271150	427	0.091414
(231382,231881)(271000,271499)(271000,271500)	Mt	271250	501	0.087968
(231482,231981)(271100,271599)(271100,271600)	Mt	271350	501	0.086910
(231582,232081)(271200,271699)(271200,271700)	Mt	271450	501	0.081196
(231682,232181)(271300,271799)(271300,271800)	Mt	271550	501	0.079471
(231782,232281)(271400,271899)(271400,271900)	Mt	271650	501	0.076443
(231882,232381)(271500,271999)(271500,272000)	Mt	271750	501	0.082065
(231982,232481)(271600,272099)(271600,272100)	Mt	271850	501	0.077105
(232082,232581)(271700,272199)(271700,272200)	Mt	271950	501	0.074510
(232182,232681)(271800,272299)(271800,272300)	Mt	272050	501	0.080104
(232282,232781)(271900,272399)(271900,272400)	Mt	272150	501	0.079827
(232382,232856)(272000,272499)(272000,272500)	Mt	272250	476	0.078678
(232482,232956)(272100,272599)(272100,272600)	Mt	272350	476	0.097750
(232582,233056)(272200,272699)(272200,272700)	Mt	272450	476	0.090195
(232682,233146)(272300,272799)(272300,272800)	Mt	272550	466	0.089606
(232782,233246)(272400,272899)(272400,272900)	Mt	272650	466	0.102092
(232857,233346)(272500,272999)(272500,273000)	Mt	272750	491	0.092430
(232957,233446)(272600,273099)(272600,273100)	Mt	272850	491	0.075466
(233057,233546)(272700,273199)(272700,273200)	Mt	272950	491	0.085903
(233147,233646)(272800,273299)(272800,273300)	Mt	273050	501	0.077895
(233247,233746)(272900,273399)(272900,273400)	Mt	273150	501	0.073552
(233347,233833)(273000,273499)(273000,273500)	Mt	273250	488	0.074677
(233447,233933)(273100,273599)(273100,273600)	Mt	273350	488	0.079842
(233547,234033)(273200,273699)(273200,273700)	Mt	273450	488	0.080899
(233647,234133)(273300,273799)(273300,273800)	Mt	273550	488	0.085220
(233747,234233)(273400,273899)(273400,273900)	Mt	273650	488	0.083222
(233834,234325)(273500,273999)(273500,274000)	Mt	273750	493	0.085487
(233934,234425)(273600,274099)(273600,274100)	Mt	273850	493	0.087428
(234034,234525)(273700,274199)(273700,274200)	Mt	273950	493	0.081493
(234134,234625)(273800,274299)(273800,274300)	Mt	274050	493	0.078791
(234234,234725)(273900,274399)(273900,274400)	Mt	274150	493	0.069718
(234326,234775)(274000,274449)(274000,274500)	Mt	274250	451	0.066579
(234426,234845)(274100,274599)(274100,274600)	Mt	274350	421	0.067997
(234526,234917)(274200,274671)(274200,274700)	Mt	274450	393	0.067866
(234626,234917)(274300,274671)(274300,274800)	Mt	274550	293	0.068914
(234726,234934)(274400,274899)(274400,274900)	Mt	274650	210	0.079019
(234776,235034)(274530,274999)(274500,275000)	Mt	274750	260	0.093956
(234846,235134)(274600,275099)(274600,275100)	Mt	274850	290	0.078854
(234918,235188)(274883,275153)(274700,275200)	Mt	274950	272	0.086603
(234918,235188)(274883,275153)(274800,275300)	Mt	275050	272	0.086603
(234935,235188)(274900,275153)(274900,275400)	Mt	275150	255	0.087387
(235035,235208)(275000,275499)(275000,275500)	Mt	275250	175	0.091297
(235135,235308)(275100,275599)(275100,275600)	Mt	275350	175	0.101292
(235189,235400)(275480,275699)(275200,275700)	Mt	275450	213	0.081878
(235189,235500)(275480,275799)(275300,275800)	Mt	275550	313	0.099152
(235189,235600)(275480,275899)(275400,275900)	Mt	275650	413	0.092799
(235209,235700)(275500,275999)(275500,276000)	Mt	275750	493	0.086428
(235309,235793)(275600,276099)(275600,276100)	Mt	275850	486	0.090948
(235401,235893)(275700,276199)(275700,276200)	Mt	275950	494	0.104338
(235501,235993)(275800,276299)(275800,276300)	Mt	276050	494	0.094299
(235601,236078)(275900,276399)(275900,276400)	Mt	276150	479	0.105657
(235701,236178)(276000,276499)(276000,276500)	Mt	276250	479	0.109630
(235794,236278)(276100,276599)(276100,276600)	Mt	276350	486	0.107602
(235894,236378)(276200,276699)(276200,276700)	Mt	276450	486	0.100334
(235994,236478)(276300,276799)(276300,276800)	Mt	276550	486	0.096185
(236079,236578)(276400,276899)(276400,276900)	Mt	276650	501	0.091725
(236179,236678)(276500,276999)(276500,277000)	Mt	276750	501	0.094231
(236279,236771)(276600,277099)(276600,277100)	Mt	276850	494	0.092156
(236379,236864)(276700,277199)(276700,277200)	Mt	276950	487	0.096246
(236479,236964)(276800,277299)(276800,277300)	Mt	277050	487	0.100260
(236579,237064)(276900,277399)(276900,277400)	Mt	277150	487	0.096042
(236679,237164)(277000,277499)(277000,277500)	Mt	277250	487	0.096282
(236772,237264)(277100,277599)(277100,277600)	Mt	277350	494	0.099159
(236865,237364)(277200,277699)(277200,277700)	Mt	277450	501	0.093429
(236965,237464)(277300,277799)(277300,277800)	Mt	277550	501	0.092484
(237065,237564)(277400,277899)(277400,277900)	Mt	277650	501	0.091892
(237165,237655)(277500,277999)(277500,278000)	Mt	277750	492	0.086756
(237265,237755)(277600,278099)(277600,278100)	Mt	277850	492	0.084694
(237365,237855)(277700,278199)(277700,278200)	Mt	277950	492	0.084109
(237465,237955)(277800,278299)(277800,278300)	Mt	278050	492	0.081005
(237565,238055)(277900,278399)(277900,278400)	Mt	278150	492	0.084577
(237656,238155)(278000,278499)(278000,278500)	Mt	278250	501	0.091290
(237756,238255)(278100,278599)(278100,278600)	Mt	278350	501	0.091733
(237856,238355)(278200,278699)(278200,278700)	Mt	278450	501	0.091031
(237956,238455)(278300,278799)(278300,278800)	Mt	278550	501	0.090220
(238056,238555)(278400,278899)(278400,278900)	Mt	278650	501	0.089389
(238156,238655)(278500,278999)(278500,279000)	Mt	278750	501	0.079343
(238256,238755)(278600,279099)(278600,279100)	Mt	278850	501	0.078982
(238356,238855)(278700,279199)(278700,279200)	Mt	278950	501	0.079727
(238456,238955)(278800,279299)(278800,279300)	Mt	279050	501	0.077676
(238556,239055)(278900,279399)(278900,279400)	Mt	279150	501	0.079769
(238656,239155)(279000,279499)(279000,279500)	Mt	279250	501	0.081582
(238756,239255)(279100,279599)(279100,279600)	Mt	279350	501	0.083451
(238856,239355)(279200,279699)(279200,279700)	Mt	279450	501	0.085306
(238956,239455)(279300,279799)(279300,279800)	Mt	279550	501	0.105710
(239056,239555)(279400,279899)(279400,279900)	Mt	279650	501	0.106680
(239156,239655)(279500,279999)(279500,280000)	Mt	279750	501	0.112119
(239256,239755)(279600,280099)(279600,280100)	Mt	279850	501	0.111401
(239356,239855)(279700,280199)(279700,280200)	Mt	279950	501	0.116461
(239456,239955)(279800,280299)(279800,280300)	Mt	280050	501	0.100986
(239556,240055)(279900,280399)(279900,280400)	Mt	280150	501	0.095085
(239656,240155)(280000,280499)(280000,280500)	Mt	280250	501	0.093131
(239756,240255)(280100,280599)(280100,280600)	Mt	280350	501	0.094875
(239856,240355)(280200,280699)(280200,280700)	Mt	280450	501	0.089098
(239956,240455)(280300,280799)(280300,280800)	Mt	280550	501	0.088348
(240056,240555)(280400,280899)(280400,280900)	Mt	280650	501	0.104392
(240156,240625)(280500,280969)(280500,281000)	Mt	280750	471	0.099148
(240256,240708)(280600,281099)(280600,281100)	Mt	280850	454	0.097467
(240356,240808)(280700,281199)(280700,281200)	Mt	280950	454	0.096861
(240456,240908)(280800,281299)(280800,281300)	Mt	281050	454	0.098761
(240556,241008)(280900,281399)(280900,281400)	Mt	281150	454	0.081563
(240626,241108)(281017,281499)(281000,281500)	Mt	281250	484	0.087128
(240709,241208)(281100,281599)(281100,281600)	Mt	281350	501	0.087534
(240809,241308)(281200,281699)(281200,281700)	Mt	281450	501	0.083811
(240909,241408)(281300,281799)(281300,281800)	Mt	281550	501	0.078682
(241009,241508)(281400,281899)(281400,281900)	Mt	281650	501	0.084211
(241109,241608)(281500,281999)(281500,282000)	Mt	281750	501	0.083225
(241209,241708)(281600,282099)(281600,282100)	Mt	281850	501	0.077826
(241309,241808)(281700,282199)(281700,282200)	Mt	281950	501	0.078879
(241409,241908)(281800,282299)(281800,282300)	Mt	282050	501	0.094164
(241509,242008)(281900,282399)(281900,282400)	Mt	282150	501	0.086483
(241609,242108)(282000,282499)(282000,282500)	Mt	282250	501	0.099226
(241709,242208)(282100,282599)(282100,282600)	Mt	282350	501	0.105358
(241809,242280)(282200,282671)(282200,282700)	Mt	282450	473	0.106372
(241909,242377)(282300,282799)(282300,282800)	Mt	282550	470	0.095081
(242009,242477)(282400,282899)(282400,282900)	Mt	282650	470	0.101699
(242109,242577)(282500,282999)(282500,283000)	Mt	282750	470	0.080827
(242209,242677)(282600,283099)(282600,283100)	Mt	282850	470	0.078428
(242281,242777)(282703,283199)(282700,283200)	Mt	282950	498	0.080313
(242378,242877)(282800,283299)(282800,283300)	Mt	283050	501	0.079974
(242478,242977)(282900,283399)(282900,283400)	Mt	283150	501	0.076238
(242578,243077)(283000,283499)(283000,283500)	Mt	283250	501	0.097415
(242678,243177)(283100,283599)(283100,283600)	Mt	283350	501	0.102956
(242778,243277)(283200,283699)(283200,283700)	Mt	283450	501	0.109616
(242878,243377)(283300,283799)(283300,283800)	Mt	283550	501	0.100802
(242978,243477)(283400,283899)(283400,283900)	Mt	283650	501	0.097966
(243078,243577)(283500,283999)(283500,284000)	Mt	283750	501	0.077356
(243178,243677)(283600,284099)(283600,284100)	Mt	283850	501	0.076001
(243278,243777)(283700,284199)(283700,284200)	Mt	283950	501	0.067581
(243378,243870)(283800,284299)(283800,284300)	Mt	284050	494	0.069708
(243478,243970)(283900,284399)(283900,284400)	Mt	284150	494	0.063264
(243578,244070)(284000,284499)(284000,284500)	Mt	284250	494	0.076314
(243678,244170)(284100,284599)(284100,284600)	Mt	284350	494	0.075520
(243778,244270)(284200,284699)(284200,284700)	Mt	284450	494	0.075814
(243871,244370)(284300,284799)(284300,284800)	Mt	284550	501	0.080965
(243971,244470)(284400,284899)(284400,284900)	Mt	284650	501	0.084085
(244071,244482)(284500,284911)(284500,285000)	Mt	284750	413	0.076266
(244171,244482)(284600,284911)(284600,285100)	Mt	284850	313	0.070542
(244271,244482)(284700,284911)(284700,285200)	Mt	284950	213	0.073827
(244371,244555)(284800,285299)(284800,285300)	Mt	285050	186	0.077191
(244471,244655)(284900,285399)(284900,285400)	Mt	285150	186	0.092134
(244483,244755)(285227,285499)(285000,285500)	Mt	285250	274	0.082167
(244483,244855)(285227,285599)(285100,285600)	Mt	285350	374	0.076603
(244483,244955)(285227,285699)(285200,285700)	Mt	285450	474	0.078763
(244556,245014)(285300,285758)(285300,285800)	Mt	285550	460	0.074613
(244656,245102)(285400,285899)(285400,285900)	Mt	285650	448	0.073496
(244756,245195)(285500,285992)(285500,286000)	Mt	285750	441	0.078997
(244856,245248)(285600,286099)(285600,286100)	Mt	285850	394	0.087527
(244956,245348)(285700,286199)(285700,286200)	Mt	285950	394	0.097209
(245015,245448)(285812,286299)(285800,286300)	Mt	286050	435	0.109218
(245103,245548)(285900,286399)(285900,286400)	Mt	286150	447	0.117837
(245196,245648)(286047,286499)(286000,286500)	Mt	286250	454	0.114172
(245249,245748)(286100,286599)(286100,286600)	Mt	286350	501	0.109199
(245349,245848)(286200,286699)(286200,286700)	Mt	286450	501	0.103652
(245449,245948)(286300,286799)(286300,286800)	Mt	286550	501	0.095846
(245549,246048)(286400,286899)(286400,286900)	Mt	286650	501	0.079670
(245649,246148)(286500,286999)(286500,287000)	Mt	286750	501	0.082195
(245749,246248)(286600,287099)(286600,287100)	Mt	286850	501	0.077006
(245849,246348)(286700,287199)(286700,287200)	Mt	286950	501	0.073167
(245949,246448)(286800,287299)(286800,287300)	Mt	287050	501	0.067012
(246049,246548)(286900,287399)(286900,287400)	Mt	287150	501	0.078700
(246149,246648)(287000,287499)(287000,287500)	Mt	287250	501	0.075624
(246249,246748)(287100,287599)(287100,287600)	Mt	287350	501	0.075911
(246349,246848)(287200,287699)(287200,287700)	Mt	287450	501	0.077415
(246449,246948)(287300,287799)(287300,287800)	Mt	287550	501	0.083557
(246549,247022)(287400,287899)(287400,287900)	Mt	287650	475	0.083046
(246649,247122)(287500,287999)(287500,288000)	Mt	287750	475	0.086229
(246749,247222)(287600,288099)(287600,288100)	Mt	287850	475	0.092213
(246849,247322)(287700,288199)(287700,288200)	Mt	287950	475	0.094274
(246949,247422)(287800,288299)(287800,288300)	Mt	288050	475	0.082403
(247023,247522)(287900,288399)(287900,288400)	Mt	288150	501	0.078656
(247123,247622)(288000,288499)(288000,288500)	Mt	288250	501	0.077021
(247223,247722)(288100,288599)(288100,288600)	Mt	288350	501	0.069943
(247323,247822)(288200,288699)(288200,288700)	Mt	288450	501	0.077890
(247423,247922)(288300,288799)(288300,288800)	Mt	288550	501	0.092883
(247523,248022)(288400,288899)(288400,288900)	Mt	288650	501	0.093483
(247623,248122)(288500,288999)(288500,289000)	Mt	288750	501	0.101740
(247723,248222)(288600,289099)(288600,289100)	Mt	288850	501	0.108470
(247823,248322)(288700,289199)(288700,289200)	Mt	288950	501	0.096743
(247923,248422)(288800,289299)(288800,289300)	Mt	289050	501	0.098032
(248023,248522)(288900,289399)(288900,289400)	Mt	289150	501	0.099292
(248123,248597)(289000,289474)(289000,289500)	Mt	289250	476	0.101876
(248223,248597)(289100,289474)(289100,289600)	Mt	289350	376	0.104660
(248323,248606)(289200,289699)(289200,289700)	Mt	289450	285	0.116101
(248423,248706)(289300,289799)(289300,289800)	Mt	289550	285	0.101928
(248523,248806)(289400,289899)(289400,289900)	Mt	289650	285	0.090551
(248598,248906)(289691,289999)(289500,290000)	Mt	289750	310	0.074130
(248598,249006)(289691,290099)(289600,290100)	Mt	289850	410	0.074285
(248607,249106)(289700,290199)(289700,290200)	Mt	289950	501	0.073092
(248707,249206)(289800,290299)(289800,290300)	Mt	290050	501	0.071939
(248807,249306)(289900,290399)(289900,290400)	Mt	290150	501	0.074121
(248907,249406)(290000,290499)(290000,290500)	Mt	290250	501	0.078900
(249007,249506)(290100,290599)(290100,290600)	Mt	290350	501	0.080889
(249107,249606)(290200,290699)(290200,290700)	Mt	290450	501	0.077090
(249207,249706)(290300,290799)(290300,290800)	Mt	290550	501	0.078475
(249307,249806)(290400,290899)(290400,290900)	Mt	290650	501	0.076504
(249407,249906)(290500,290999)(290500,291000)	Mt	290750	501	0.075441
(249507,250006)(290600,291099)(290600,291100)	Mt	290850	501	0.076221
(249607,250106)(290700,291199)(290700,291200)	Mt	290950	501	0.088550
(249707,250206)(290800,291299)(290800,291300)	Mt	291050	501	0.084231
(249807,250306)(290900,291399)(290900,291400)	Mt	291150	501	0.086319
(249907,250406)(291000,291499)(291000,291500)	Mt	291250	501	0.082991
(250007,250506)(291100,291599)(291100,291600)	Mt	291350	501	0.086671
(250107,250606)(291200,291699)(291200,291700)	Mt	291450	501	0.089693
(250207,250706)(291300,291799)(291300,291800)	Mt	291550	501	0.094687
(250307,250806)(291400,291899)(291400,291900)	Mt	291650	501	0.096920
(250407,250906)(291500,291999)(291500,292000)	Mt	291750	501	0.095925
(250507,251006)(291600,292099)(291600,292100)	Mt	291850	501	0.083788
(250607,251106)(291700,292199)(291700,292200)	Mt	291950	501	0.076492
(250707,251206)(291800,292299)(291800,292300)	Mt	292050	501	0.072285
(250807,251306)(291900,292399)(291900,292400)	Mt	292150	501	0.070877
